Code NL/EN,Translate EN, Code Group (Theme/Subtheme) C,Comment (NL)
Specifieke expertise,Specific expertise,,
Specifieke groepen,Specific groups,,
Specifiekheid,Specificity,,
Spirituality,Spirituality,,
Sport,Sport,,
Sport en integriteit,Sport and integrity,,
Sport en samenleving,Sport and society,,
Sport en studies,Sports and studies,,
Sportervaring,Sports experience,,
Sportprestaties,Sports performance,,
Stadsplanning,Urban planning,,
Stakeholder betrokkenheid,Stakeholder involvement,,
Stakeholder engagement,Stakeholder engagement,,
Stakeholder samenwerking,Stakeholder collaboration,,
Stakeholderinspraak,Stakeholder participation,,
Stakeholders,Stakeholders,,
Standaardisatie,Standardization,,
Stapsgewijze aanpak,Step-by-step approach,,
Startups,Startups,,
Statische analyse,Static analysis,,
Statistical analysis,Statistical analysis,,
Statistical comparison,Statistical comparison,,
Statistical reliability,Statistical reliability,,
Statistical significance,Statistical significance,,
Statistical techniques,Statistical techniques,,
Statistical uncertainty,Statistical uncertainty,,
Statistieken,Statistics,,
Statistische analyse,Statistical analysis,,
Statistische gegevens,Statistics,,
Statistische interpretatie,Statistical interpretation,,
Stedelijke mobiliteit,Urban mobility,,
Stedelijke omgeving,Urban environment,,
Stedelijke ontwikkeling,Urban development,,
Stedelijke vs. landelijke gebieden,Urban vs. rural areas,,
Steekproef,Sample,,
Stemrecht,Suffrage,,
Stereotypen,Stereotypes,,
Steun,Support,,
Steun aan startups,Support for startups,,
Steun voor duurzame energie,Support for renewable energy,,
Steun voor ondernemerschap,Support for entrepreneurship,,
Stigma,Stigma,,
Stikstofcrisis,Nitrogen crisis,,
Stikstofuitstoot,Nitrogen emissions,,
Stimulans voor actie,Incentive for action,,
Stimulansen,Incentives,,
Stimuleren tot bewegen,Encouraging exercise,,
Stimulerende factoren,Stimulating factors,,
Stimulerende maatregelen,Incentives,,
Stimulerende omgeving,Stimulating environment,,
Storytelling,Storytelling,,
Strategic Development,Strategic Development,,
Strategic importance,Strategic importance,,
Strategic knowledge,Strategic knowledge,,
Strategic planning,Strategic planning,,
Strategic sectors,Strategic sectors,,
Strategie,Strategy,,
Strategisch beleid,Strategic policy,,
Strategisch denken,Strategic thinking,,
Strategisch plannen,Strategic planning,,
Strategische aanpak,Strategic approach,,
Strategische aanpassing,Strategic Alignment,,
Strategische autonomie,Strategic autonomy,,
Strategische besluitvorming,Strategic decision-making,,
Strategische focus,Strategic focus,,
Strategische planning,Strategic planning,,
Strategische samenwerking,Strategic partnership,,
Strengths and limitations,Strengths and limitations,,
Strengths of research,Strengths of research,,
Stress,Stress,,
Stress door tijdsdruk,Stress due to time pressure,,
Stress in de zorg,Stress in healthcare,,
Stress in verkeerssituaties,Stress in traffic situations,,
Stress management,Stress management,,
Stressfactor,Stress factor,,
Stressfactoren,Stress factors,,
Stressmanagement,Stress management,,
Stresspreventie,Stress prevention,,
Stressreductie,Stress reduction,,
Stressvermindering,Stress reduction,,
Structural equation modeling,Structural equation modeling,,
Structural Equation Modeling (SEM),Structural Equation Modeling (SEM),,
Structural integrity,Structural integrity,,
Structurele uitdagingen,Structural challenges,,
Structuur,Structure,,
Structuur en organisatie,Structure and organization,,
Structuur en processen binnen de ggz,Structure and processes within mental health care,,
Structuur en samenwerking,Structure and collaboration,,
Structuur en verandering,Structure and change,,
Structuurproblemen,Structural problems,,
Student activism,Student activism,,
Student engagement,Student engagement,,
Student projects,Student projects,,
Student support,Student support,,
Student workload,Student workload,,
Studenten betrokkenheid,Student engagement,,
Studentenfeedback,Student feedback,,
Studentenperspectief,Student perspective,,
Studentenwelzijn,Student well-being,,
Studieadvies,Study advice,,
Studiebeurs,Scholarship,,
Studiedruk,Study pressure,,
Studiegewoonten,Study habits,,
Studiegroepen,Study groups,,
Studieomgeving,Study environment,,
Studieopzet,Study design,,
Studieorganisatie,Study organisation,,
Studietips,Study tips,,
Studievaardigheden,Study skills,,
Study habits,Study habits,,
Study strategies,Study strategies,,
Sturingsinformatie,Management information,,
Subject formation,Subject formation,,
Subjective Perception,Subjective Perception,,
Subjective social status,Subjective social status,,
Subjectivity,Subjectivity,,
Subsidiebeheer,Grant management,,
Subsidieproblemen,Subsidy problems,,
Subsidies,Subsidies,,
Subsistence farming,Subsistence farming,,
Succesdefinitie,Success definition,,
Succeservaringen,Success experiences,,
Succesfactoren,Success factors,,
Sucessen,Successes,,
Suggestie,Suggestion,,
Suggestie voor ondersteuning,Support suggestion,,
Suggestions for improvement,Suggestions for improvement,,
Suïcidale gedachten,Suicidal thoughts,,
Suïcidaliteit,Suicidality,,
Suïcidepreventie,Suicide prevention,,
Supplementary materials,Supplementary materials,,
Support,Support,,
Support for Displaced Individuals,Support for Displaced Individuals,,
Support Programs,Support Programs,,
Support systems,Support systems,,
Supportive environment,Supportive environment,,
Survey design,Survey design,,
Survey method,Survey method,,
Survey methodology,Survey methodology,,
Survey research,Survey research,,
Sustainability,Sustainability,,
Sustainability concerns,Sustainability concerns,,
Sustainability goals,Sustainability goals,,
Sustainable development,Sustainable development,,
Sustainable Development Goals,Sustainable Development Goals,,
Sustainable mobility,Sustainable mobility,,
Symboliek,Symbolism,,
Synchrony,Synchrony,,
Synergie,Synergy,,
Systeemdenken,Systems thinking,,
Systeeminteractie,System interaction,,
Systeemmodellering,System modeling,,
Systeemontwikkeling,System development,,
Systeemproblemen,System problems,,
Systeemtransitie,System transition,,
Systeemverandering,System change,,
System limitations,System limitations,,
System optimization,System optimization,,
System Performance,System Performance,,
System vulnerabilities,System vulnerabilities,,
Systematic approach,Systematic approach,,
Systemisch onrecht,Systemic injustice,,
Systemische benadering,Systemic approach,,
Systems approach,Systems approach,,
Taakverdeling,Division,,
Taalgebruik,Language,,
Taboe,Taboo,,
Taboes doorbreken,Breaking taboos,,
Tailored learning,Tailored learning,,
Talentbehoud,Talent retention,,
Talentontplooiing,Talent development,,
Talentontwikkeling,Talent development,,
Teacher influence,Teacher influence,,
Teaching methods,Teaching methods,,
Team collaboration,Team collaboration,,
Team science,Team science,,
Teamactiviteiten,Team activities,,
Teambuilding,Team building,,
Teamdynamiek,Team dynamics,,
Teamgevoel,Team spirit,,
Teamontwikkeling,Team development,,
Teamverantwoordelijkheid,Team responsibility,,
Teamwerk,Team work,,
Teamwerking,Team work,,
Teamwork,Teamwork,,
Technical accuracy,Technical accuracy,,
Technical advancement,Technical advancement,,
Technical analysis,Technical analysis,,
Technical assessment,Technical assessment,,
Technical challenges,Technical challenges,,
Technical description,Technical description,,
Technical design,Technical design,,
Technical detail,Technical detail,,
Technical development,Technical development,,
Technical evaluation,Technical evaluation,,
Technical expertise,Technical expertise,,
Technical explanation,Technical explanation,,
Technical knowledge,Technical knowledge,,
Technical limitations,Technical limitations,,
Technical methodology,Technical methodology,,
Technical precision,Technical precision,,
Technical process,Technical process,,
Technical setup,Technical setup,,
Technical strategies,Technical strategies,,
Technical understanding,Technical understanding,,
Technieken en tools,Techniques and tools,,
Technique effectiveness,Technique effectiveness,,
Technisch onderzoek,Technical research,,
Technisch rapport,Technical report,,
Technische complexiteit,Technical complexity,,
Technische expertise,Technical expertise,,
Technische kwaliteit,Technical quality,,
Technische mogelijkheden,Technical possibilities,,
Technische problemen,Technical problems,,
Technische uitdagingen,Technical challenges,,
Technische uitleg,Technical explanation,,
Technische vaardigheden,Technical skills,,
Technocratie,Technocracy,,
Technological advancement,Technological advancement,,
Technological challenges,Technological challenges,,
Technological impact on education,Technological impact on education,,
Technological Innovation,Technological Innovation,,
Technological solutionism,Technological solutionism,,
Technologie,Technology,,
Technologie en gezondheid,Technology and health,,
Technologie en menselijke verbinding,Technology and human connection,,
Technologie implementatie,Technology implementation,,
Technologie in de gezondheidszorg,Technology in healthcare,,
Technologie in de zorg,Technology in healthcare,,
Technologie in onderwijs,Technology in education,,
Technologie in zorg,Technology in healthcare,,
Technologie ontwikkeling,Technology development,,
Technologie-neutrale aanpak,Technology-neutral approach,,
Technologieacceptatie,Technology Adoption,,
Technologieontwikkeling,Technology development,,
Technologiestrategie,Technology strategy,,
Technologisch leiderschap,Technology leadership,,
Technologisch onderzoek,Technological research,,
Technologische acceptatie,Technological acceptance,,
Technologische afhankelijkheid,Technological dependence,,
Technologische bedreigingen,Technological threats,,
Technologische druk,Technological pressure,,
Technologische evaluatie,Technology evaluation,,
Technologische haalbaarheid,Technological feasibility,,
Technologische hulpmiddelen,Technological tools,,
Technologische impact,Technological impact,,
Technologische innovatie,Technological innovation,,
Technologische innovaties,Technological innovations,,
Technologische kennis,Technological knowledge,,
Technologische ontwikkelingen,Technological developments,,
Technologische problemen,Technological problems,,
Technologische samenwerking,Technological cooperation,,
Technologische toepassing,Technological application,,
Technologische uitdagingen,Technological challenges,,
Technologische verandering,Technological change,,
Technologische veranderingen,Technological changes,,
Technologische vernieuwing,Technological innovation,,
Technologische vooruitgang,Technological advancements,,
Technology,Technology,,
Technology access,Technology access,,
Technology Advancement,Technology Advancement,,
Technology Awareness,Technology Awareness,,
Technology enhancement,Technology enhancement,,
Technology in education,Technology in education,,
Technology in learning,Technology in learning,,
Technology in security,Technology in security,,
Technology Integration,Technology Integration,,
Technology usage,Technology usage,,
Technology use,Technology use,,
Tegengestelde krachten,Opposing forces,,
Tegenslagen,Setbacks,,
Tegenstrijdige gevoelens,Conflicting feelings,,
Tegenstrijdige waarden,Conflicting values,,
Teleurstelling,Disappointment,,
Temperatuur,Temperature,,
Temperatuurstijging,Temperature,,
Temperatuurverandering,Temperature change,,
Tendensen,Trends,,
Tendensen in de markt,Market trends,,
Tension,Tension,,
Tentoonstelling,Exhibition,,
Terrorism,Terrorism,,
Terughoudendheid,Abstention,,
Terugkoppeling,Feedback,,
Testing Methods,Testing Methods,,
Tevredenheid,Satisfaction,,
Tevredenheid over zorg,Satisfaction with care,,
Thema kennis,Theme knowledge,,
Thema's in interviews,Themes in interviews,,
Thema-identificatie,Theme Identification,,
Thematic exploration,Thematic exploration,,
Thematische analyse,Thematic analysis,,
Theological perspective,Theological perspective,,
Theoretisch analyse,Theoretical analysis,,
Theoretisch kader,Theoretical framework,,
Theoretische kennis,Theoretical knowledge,,
Theorie,Theory,,
Theorie van verandering,Theory of change,,
Theorization,Theorization,,
Therapeutic landscapes,Therapeutic landscapes,,
Therapie,Therapy,,
Thuis wonen,Living at home,,
Thuisgevoel,Feeling at home,,
Thuiszorg,Home care,,
Tijd,Time,,
Tijdbeheer,Time management,,
Tijdelijkheid,Temporality,,
Tijdgebrek,Lack,,
Tijdige signalering,Timely identification,,
Tijdige zorg,Timely care,,
Tijdigere zorg,More timely care,,
Tijdigheid,Timeliness,,
Tijdigheid van communicatie,Timeliness of communication,,
Tijdmanagement,Time management,,
Tijdsbesteding,Time commitment,,
Tijdsdruk,Pressure,,
Tijdsduur vergunningverlening,Duration of permit granting,,
Tijdservaring,Time experience,,
Tijdslijn,Timeline,,
Tijdslimieten,Time limits,,
Tijdstip van vliegen,Time of Flight,,
Tijdstrends,Time trends,,
Tijdsvergelijking,Time comparison,,
Tijdswinst,Time savings,,
Tips en adviezen,Tips and advice,,
ToC-benadering,ToC approach,,
Toegang,Access,,
Toegang tot bronnen,Access to resources,,
Toegang tot gezondheid,Access to health,,
Toegang tot gezondheidszorg,Access to healthcare,,
Toegang tot informatie,Access to information,,
Toegang tot middelen,Access to resources,,
Toegang tot technologie,Access to technology,,
Toegang tot zorg,Access to care,,
Toegangelijkheid,Accessibility,,
Toegankelijk leren,Accessible learning,,
Toegankelijke geestelijke gezondheidszorg,Accessible mental health care,,
Toegankelijkheid van kennis,Accessibility of knowledge,,
Toegankelijkheid van technologie,Technology accessibility,,
Toegankelijkheid van zorg,Accessibility of care,,
Toegankelijkheid zorg,Accessibility of care,,
Toegenomen gebruik van gezondheidszorg,Increased use of healthcare,,
Toegepast onderzoek,Applied research,,
Toekomst,Future,,
Toekomstangst,Fear of the future,,
Toekomstbestendigheid,Future-proofing,,
Toekomstgericht,Forward-looking,,
Toekomstgericht denken,Future-oriented thinking,,
Toekomstgericht onderwijs,Future-oriented education,,
Toekomstgerichte benadering,Future-oriented approach,,
Toekomstgerichte doelen,Future-oriented goals,,
Toekomstgerichte plannen,Future-oriented plans,,
Toekomstgerichte strategie,Future-oriented strategy,,
Toekomstgerichte verwachtingen,Forward-looking expectations,,
Toekomstgerichte visie,Future-oriented vision,,
Toekomstgerichtheid,Future-oriented,,
Toekomstig onderzoek,Future research,,
Toekomstige carrière,Future career,,
Toekomstige effecten,Future effects,,
Toekomstige gesprekken,Future conversations,,
Toekomstige ontwikkelingen,Future developments,,
Toekomstige risico's,Future risks,,
Toekomstige zorgen,Future concerns,,
Toekomstplanning,Foresight,,
Toekomstscenario's,Future scenarios,,
Toekomstverwachtingen,Future expectations,,
Toekomstvisie,Vision,,
Toekomstvoorspellingen,Future predictions,,
Toekomstvraagstukken,Future issues,,
Toekomstzorgen,Future concerns,,
Toeleiding naar hulp,Guidance to help,,
Toeleiding naar zorg,Referral to care,,
Toeleveringsketens,Supply chains,,
Toename van de vraag naar GGZ,Increase in demand for mental health care,,
Toepasbaarheid,Applicability,,
Toepasbaarheid in het dagelijks leven,Applicability in everyday life,,
Toepassing,Application,,
Toepassing in de praktijk,Application in practice,,
Toepassing in sectoren,Application in sectors,,
Toepassing van kennis,Application of knowledge,,
Toepassing van nieuwe technologieën,Application of new technologies,,
Toepassing van psychologische kennis,Application of psychological knowledge,,
Toepassing van technologie,Application of technology,,
Toepassing van theorie,Application of theory,,
Toepassing van theorie in de praktijk,Application of theory in practice,,
Toepassingen,Applications,,
Toestemming,Permission,,
Toewijding,Devotion,,
Toezicht,Supervision,,
Traagheid in processen,Slowness in processes,,
Traceerbaarheid,Traceability,,
Trade-offs,Trade-offs,,
Traditie,Tradition,,
Traditionele culturele normen,Traditional cultural norms,,
Training and practice,Training and practice,,
Training and techniques,Training and techniques,,
Training en educatie,Training and education,,
Training en ondersteuning,Training and support,,
Training en ontwikkeling,Training and development,,
Trajectory optimization,Trajectory optimization,,
Transdiagnostisch,Transdiagnostic,,
Transdiagnostisch werken,Transdiagnostic work,,
Transdisciplinair denken,Transdisciplinary thinking,,
Transformatie,Transformation,,
Transformation of emotions,Transformation of emotions,,
Transformative practices,Transformative practices,,
Transgenderzorg,Transgender care,,
Transitie,Transition,,
Transitiegericht,Transition-oriented,,
Transnational influences,Transnational influences,,
Transparantie,Transparency,,
Transpersonal,Transpersonal,,
Transpersonal affect,Transpersonal affect,,
Transpersonal connection,Transpersonal connection,,
Transpersonal experiences,Transpersonal experiences,,
Transpersoonlijke ervaring,Transpersonal experience,,
Transport,Transport,,
Transport choices,Transport choices,,
Transport infrastructure,Transport infrastructure,,
Transportafstanden,Transport distances,,
Transportuitdagingen,Transport challenges,,
Trendanalyse,Trend analysis,,
Trendobservatie,Trend observation,,
Trends analysis,Trends analysis,,
Trots,Proud,,
Trust in institutions,Trust in institutions,,
Tuinieren,Gardening,,
Tuning parameters,Tuning parameters,,
Tunnelvisie,Tunnel vision,,
Tweede-ordevraagstukken,Second-order issues,,
Tweerichtingscommunicatie,Two-way communication,,
Twijfels,Doubts,,
Uitdaging,Challenge,,
Uitdagingen,Challenges,,
Uitdagingen aanpakken,Tackling challenges,,
Uitdagingen bij implementatie,Implementation challenges,,
Uitdagingen en oplossingen,Challenges and solutions,,
Uitdagingen in de industrie,Challenges in the industry,,
Uitdagingen in personeel,Challenges in personnel,,
Uitdagingen overwinnen,Overcoming challenges,,
Uitdagingen van vrouwen,Women's challenges,,
Uitdagingen voor zorgverleners,Challenges for healthcare providers,,
Uitnodiging,Invitation,,
Uitsluiting,Exclusion,,
Uitstoot,Emission,,
Uitstroom,Outflow,,
Uitwisseling van ideeën,Exchange of ideas,,
Uncertainties,Uncertainties,,
Uncertainty analysis,Uncertainty analysis,,
Uniformiteit,Uniformity,,
Universitaire infrastructuur,University infrastructure,,
Universitaire omgeving,University environment,,
Update,Update,,
Urban displacement,Urban displacement,,
Urban governance,Urban governance,,
Urban resettlement,Urban resettlement,,
Urban studies,Urban studies,,
Urbanization,Urbanization,,
Urgentie,Urgency,,
Urgentiebesef,Sense of urgency,,
Us vs. them mentality,Us vs. them mentality,,
User experience,User experience,,
User experience improvement,User experience improvement,,
Vaardigheden,Skills,,
Vaardighedenontwikkeling,Skills development,,
Vacatures,Vacancies,,
Vakantie,Vacation,,
Validatie,Validation,,
Validatie van CFD-modellen,CFD model validation,,
Value added,Value added,,
Value of Expertise,Value of Expertise,,
Variabiliteit,Variability,,
Variables,Variables,,
Variatie,Variation,,
Variatie in aanpak,Variation in approach,,
Variatie in motortypes,Variation in engine types,,
Variatie in omgeving,Variation in environment,,
Veehouderij,Animal husbandry,,
Veelbelovende technologie,Promising technology,,
Veerkracht,Resilience,,
Veganisme,Veganism,,
Veiligheid en risicomanagement,Safety and risk management,,
Veiligheid en sociale stabiliteit,Security and social stability,,
Veldonderzoek,Field research,,
Veldwerk,Fieldwork,,
Veranderde beslissingen,Changed decisions,,
Veranderend verwijsgedrag,Changing referral behavior,,
Veranderende eigendomsstructuren,Changing ownership structures,,
Veranderende meningen,Changing opinions,,
Veranderende omstandigheden,Changing circumstances,,
Veranderende rol,Changing role,,
Veranderende sociale dynamiek,Changing social dynamics,,
Veranderetheorie,Change theory,,
Verandering,Change,,
Verandering en groei,Change and growth,,
Verandering in aanpak,Change in approach,,
Verandering in betrokkenheid,Change in Engagement,,
Verandering in dating,Change in dating,,
Verandering in de werkplek,Change in the workplace,,
Verandering in dienstverlening,Change in service delivery,,
Verandering in gedrag,Change in behavior,,
Verandering in het klimaat,Change in the climate,,
Verandering in het milieu,Environmental change,,
Verandering in landgebruik,Land use change,,
Verandering in leefomgeving,Change in living environment,,
Verandering in levenswijze,Change in lifestyle,,
Verandering in mening,Change in opinion,,
Verandering in omgeving,Change in environment,,
Verandering in opvattingen,Change in views,,
Verandering in organisatie,Change in organization,,
Verandering in perceptie,Change in perception,,
Verandering in rolverdelingen,Change in roles,,
Verandering in sociale normen,Change in social norms,,
Verandering in zorg,Change in care,,
Verandering van mening,Change of opinion,,
Verandering van omgeving,Change of scenery,,
Verandering van percepties,Change of perceptions,,
Verandering van perspectief,Change of perspective,,
Veranderingen,Changes,,
Veranderingen door externe factoren,Changes due to external factors,,
Veranderingen in beleid,Changes in policy,,
Veranderingen in de samenleving,Changes in society,,
Veranderingen in de werkomgeving,Changes in the work environment,,
Veranderingen in functies,Changes in features,,
Veranderingen in gedrag,Changes in behavior,,
Veranderingen in levensstijl,Lifestyle changes,,
Veranderingen in mentale gezondheid,Changes in mental health,,
Veranderingen in politieke vertegenwoordiging,Changes in political representation,,
Veranderingen in risico's,Changes in risks,,
Veranderingen in waterkwaliteit,Changes in water quality,,
Veranderingsmanagement,Change management,,
Veranderingsproces,Process,,
Veranderingsprocessen,Processes,,
Veranderingstheorie,Change theory,,
Veranderlijke omstandigheden,Changeable conditions,,
Veranderlijkheid,Variability,,
Verandermanagement,Change management,,
Veranderpaden,Change paths,,
Veranderprocessen,Change processes,,
Veranderstrategie,Change strategy,,
Verandertheorie,Change theory,,
Verantwoorde bedrijfsvoering,Responsible business practices,,
Verantwoordelijkheden,Responsibilities,,
Verantwoordelijkheid,Responsibility,,
Verantwoordelijkheid in technologie,Responsibility in technology,,
Verantwoording,Accountability,,
Verantwoordingsmechanismen,Accountability mechanisms,,
Verbazing,Amazement,,
Verbetering,Improvement,,
Verbetering nodig,Improvement needed,,
Verbetering van aanpak,Improvement of approach,,
Verbetering van communicatie,Improving communication,,
Verbetering van levenskwaliteit,Improving quality of life,,
Verbetering van processen,Improving processes,,
Verbeteringen in gezondheidszorg,Improvements in healthcare,,
Verbeteringsprocessen,Improvement processes,,
Verbeterpunten,Improvement,,
Verbinding,Connection,,
Verbinding natuurgebieden,Connection of nature reserves,,
Verbinding wetenschap en praktijk,Connecting science and practice,,
Verbondenheid,Connectedness,,
Verbrandingsemissies,Combustion emissions,,
Verdeling van meningen,Distribution of opinions,,
Verdroging,Desiccation,,
Verduurzaming,Preservation,,
Vereenvoudiging,Simplification,,
Vergelijkende analyse,Comparative analysis,,
Vergelijkende analyses,Comparative analyses,,
Vergelijkende data-analyse,Comparative data analysis,,
Vergelijking,Comparison,,
Vergelijking gezonde en ongezonde hersennetwerken,Comparison of healthy and unhealthy brain networks,,
Vergelijking tussen methodes,Comparison between methods,,
Vergelijking tussen sectoren,Cross-sector comparison,,
Vergelijking van middelen,Comparison of resources,,
Vergelijkingen,Comparisons,,
Vergelijkingen tussen GGZ en somatiek,Comparisons between mental health care and somatics,,
Vergoeding,Compensation,,
Vergrijzing,Ageing,,
Vergunningen,Licences,,
Vergunningsprocessen,Licensing processes,,
Vergunningverlening,Authorisation,,
Verhaal vertellen,Telling the story,,
Verhalen delen,Sharing stories,,
Verhoogd bewustzijn,Increased awareness,,
Verhoogde urgentie,Increased urgency,,
Verkeer,Traffic,,
Verkeersanalyse,Traffic analysis,,
Verkeersongevallen,Road accidents,,
Verkenning,Exploration,,
Verkenning van interesses,Exploration of interests,,
Verlangen naar comfort,Desire for comfort,,
Verlangen naar verbetering,Desire for improvement,,
Verlies,Loss,,
Verlies van controle,Loss of control,,
Verlies van focus op doelen,Loss of focus on goals,,
Verlies van inzicht,Loss of insight,,
Verlies van vertrouwen,Loss of confidence,,
Verlies van vertrouwen in wetenschap,Loss of trust in science,,
Verlof,Leave,,
Vermijden van informatie,Avoidance of information,,
Vermindering van vooringenomenheid,Reduction of bias,,
Vermoeidheid,Fatigue,,
Vernieuwing,Innovation,,
Veronderstellingen,Assumptions,,
Verontreiniging,Pollution,,
Veroudering,Aging,,
Verplaatsing van hulpvragers,Movement of people seeking help,,
Verrassing,Surprise,,
Verrijking van gegevens,Data enrichment,,
Verschillen,Differ,,
Verschillen in betrokkenheid,Differences in involvement,,
Verschillen in perceptie,Differences in perception,,
Verschillen tussen leeftijdsgroepen,Differences between age groups,,
Versiebeheer,Version control,,
Versnellers-aanpak,Accelerator approach,,
Versnelling,Acceleration,,
Verspreiding van kennis,Dissemination of knowledge,,
Verspreiding van TBE,Spread of TBE,,
Verspreiding van ziekten,Spread of diseases,,
Verstedelijking,Urbanisation,,
Versterking van samenwerking,Strengthening cooperation,,
Verstoring en afleiding,Disruption and distraction,,
Verstoringen,Distortions,,
Vertegenwoordiging,Representation,,
Vertragingen in zorg,Delays in care,,
Vertrouwelijkheid,Confidentiality,,
Vertrouwen,Trust,,
Vertrouwen in de gezondheidszorg,Confidence in healthcare,,
Vertrouwen in informatie,Trust in information,,
Vertrouwen in instellingen,Trust in institutions,,
Vertrouwen in technologie,Trust in technology,,
Vertrouwen in wetenschap,Trust in science,,
Vertrouwen in zorg,Trust in care,,
Vertrouwenspersoon,Confidential advisor,,
Vertrouwensproblemen,Trust problems,,
Vervolgonderwijs,Further education,,
Vervolgonderzoek,Follow-up research,,
Vervolgstudies,Follow-up studies,,
Vervreemding,Alienation,,
Vervuiling,Pollution,,
Verwachtingen,Expectations,,
Verwachtingsmanagement,Expectation management,,
Verwantschap,Relationship,,
Verwarring,Confusion,,
Verwijspraktijk,Referral practice,,
Verwijt,Reproach,,
Verwijzingen naar GGZ,Referrals to mental health care,,
Verwoesting,Devastation,,
Verwondering,Wonderment,,
Verzameling,Collection,,
Verzet,Resistance,,
Verzuim,Failure,,
Verzuimmanagement,Absenteeism management,,
Verzuimpreventie,Absenteeism prevention,,
Vicieuze cirkel,Vicious circle,,
Video,Video,,
Viering,Celebration,,
Violence,Violence,,
Violent extremism,Violent extremism,,
Virusbestrijding,Virus control,,
Visie,Vision,,
Visie op ontwikkeling,Vision on development,,
Visievorming,Vision formation,,
Vision,Vision,,
Visualisatie,Visualization,,
Visuele communicatie,Visual communication,,
Visuele leermethoden,Visual learning methods,,
Visuele ondersteuning,Visual support,,
Vitaliteit,Vitality,,
Vliegafstand,Flight distance,,
Vliegtuigen,Aeroplanes,,
Vliegtuigoperaties,Aircraft operations,,
Vliegtuigreizen,Air travel,,
Vliegtuigverkeer,Air traffic,,
Vlootvernieuwing,Fleet renewal,,
Vluchtverkeer,Flight traffic,,
Voeding,Nutrition,,
Voedselproductie,Food,,
Voedselvoorziening,Food,,
Voedselzekerheid,Food security,,
Voldoen aan standaarden,Meeting standards,,
Voldoening,Satisfaction,,
Volksgezondheid,Public health,,
Volledigheid,Completeness,,
Voluntary participation,Voluntary participation,,
Volwassenen,Adults,,
Vondsten,Finds,,
Voor- en nadelen,Pros and Cons,,
Voorbeeldfunctie,Example,,
Voorbeeldgericht,Exemplary,,
Voorbereidheid,Preparation,,
Voorbereiding,Preparation,,
Voorbereiding op competitie,Preparation for competition,,
Voorbereiding op gevaarlijke situaties,Preparing for dangerous situations,,
Voorbereiding op levensfase,Preparation for life stage,,
Voordelen van technologie,Benefits of technology,,
Vooringenomenheid,Prejudice,,
Voorkeur voor mooi weer,Preference for good weather,,
Voorkeur voor visuele hulpmiddelen,Preference for visual aids,,
Voorkeuren,Preferences,,
Voorlopigheid van resultaten,Provisionality of results,,
Vooroordelen,Prejudices,,
Voorstel voor verandering,Proposal for change,,
Voortgezet onderwijs,Secondary education,,
Vooruitdenken,Thinking ahead,,
Vooruitgang,Progress,,
Vooruitzichten,Perspective,,
Vooruitziendheid,Foresight,,
Voorwaarden,Conditions,,
Voorzichtigheid,Caution,,
Vormen van liegen,Forms of lying,,
Vormgeving,Design,,
Vraag en aanbod,Supply and demand,,
Vraaggericht werken,Demand-oriented work,,
Vraagstelling,Question,,
Vragen,Ask,,
Vragen om meer informatie,Ask for more information,,
Vragen stellen,Ask questions,,
Vragen stimuleren,Stimulating questions,,
Vragende houding,Questioning attitude,,
Vragenstelling,Questions,,
Vrede,Peace,,
Vreugde in werk,Joy in work,,
Vrijheid en autonomie,Freedom and autonomy,,
Vrijwilligerswerk,Voluntary work,,
Vroegsignalering,Early detection,,
Vrouwelijk leiderschap,Female leadership,,
Vrouwelijke gezondheid,Female health,,
Vrouwelijke pioniers,Female pioneers,,
Vrouwen in de wetenschap,Women in science,,
Vrouwen in het bedrijfsleven,Women in business,,
Vrouwen in leiderschap,Women in leadership,,
Vrouwenemancipatie,Women's emancipation,,
Vulnerability,Vulnerability,,
Vulnerability protection,Vulnerability protection,,
Waarde,Value,,
Waarde en belangen,Value and interests,,
Waarde perceptie,Value perception,,
Waarde van data,Value of data,,
Waarde van diversiteit,Value of diversity,,
Waarde van expertise,Value of expertise,,
Waarde van informatie,Value of information,,
Waarde van netwerken,Value of networks,,
Waarde van objecten,Value of objects,,
Waarde van onderwijs,Value of education,,
Waarde-probleem,Value problem,,
Waardebepaling,Valuation,,
Waardeketen,Value chain,,
Waarden,Values,,
Waarden en normen,Values and norms,,
Waardenroos methodiek,Waardenroos methodology,,
Waardering,Appreciation,,
Waardering van samenwerking,Appreciation of cooperation,,
Waardering voor collega's,Appreciation for colleagues,,
Waardering voor diversiteit,Appreciation for diversity,,
Waardering voor educatie,Appreciation for education,,
Waardering voor hulp,Appreciation for help,,
Waardering voor initiatieven,Appreciation for initiatives,,
Waardering voor leiderschap,Appreciation for leadership,,
Waardering voor mantelzorgers,Appreciation for informal caregivers,,
Waardering voor praktische toepassing,Appreciation for practical application,,
Waardering voor waarschuwingen,Appreciation for alerts,,
Waardevol bijdragen,Valuable contributions,,
Waardevol onderzoek,Valuable research,,
Waardevolle inzet,Valuable effort,,
Waardevolle inzichten,Valuable insights,,
Waarneming,Observation,,
Waarneming verduidelijking,Observation clarification,,
Waarnemingen van het weer,Weather observations,,
Waarschuwing,Warning,,
Waarschuwingen,Warnings,,
Wachtduur,Waiting time,,
Wachtlijst,Waiting list,,
Wachtlijsten,Waiting lists,,
Wachtlijstproblematiek,Waiting list problem,,
Wachttijden,Waiting,,
